roop,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,s97,s98,s99,s100,s101,s102,s103,s104,s105,s106,s107,s108,s109,s110,s111,s112,s113,s114,s115,s116,s117,s118,s119,s120,s121,s122,s123,s124,s125,s126,s127,s128,s129,s130,s131,s132,s133,s134,s135,s136,s137,s138,s139,s140,s141,s142,s143,s144,s145,s146,s147,s148,s149,s150,s151,s152,s153,s154,s155,s156,s157,s158,s159,s160,s161,s162,s163,s164,s165,s166,s167,s168,s169,s170,s171,s172,s173,s174,s175,s176,s177,s178,s179,s180,s181,s182,s183,s184,s185,s186,s187,s188,s189,s190,s191,s192,s193,s194,s195,s196,s197,s198,s199,s200
22,0.851389849,0.594650029,0.598717816,0.528390572,0.362364246,0.468361535,0.259490777,0.11341318,0.032236045,0.45855089,0.168059783,0.073276762,0.670144262,0.288203353,0.190218929,0.11631354,0.517140965,0.924492019,0.709170855,0.309531347,0.34522594,0.400267978,0.680684244,0.237867845,0.741395743,0.940592668,0.312015613,0.609056667,0.952546305,0.862060126,0.545639441,0.635882557,0.778062365,0.911956875,0.733937226,0.823570405,0.959170378,0.870352649,0.200101724,0.038269266,0.091000465,0.794596352,0.046476827,0.724251627,0.415174757,0.341524141,0.461042836,0.185511036,0.440205879,0.389730116,0.321815591,0.974806675,0.317313066,0.373829345,0.892635005,0.996535223,0.827332293,0.946080239,0.181234962,0.895167305,0.478809846,0.93036188,0.0242039,0.919862014,0.840170877,0.233556578,0.847547688,0.801173091,0.988570085,0.410229352,0.935164966,0.991504359,0.014501856,0.082941442,0.240048367,0.015251889,0.785525514,0.067562077,0.003447637,0.558106882,0.781413568,0.451891075,0.524367213,0.711478268,0.772022334,0.170719555,0.085613612,0.127298845,0.055097287,0.212072457,0.81815569,0.06206894,0.138851578,0.613265103,0.357023853,0.960723337,0.629754046,0.078526185,0.109594641,0.175179459,0.120560571,0.980532892,0.294058389,0.25137998,0.696267135,0.39767548,0.877917298,0.148263314,0.703416223,0.808811626,0.979407128,0.888114225,0.62224826,0.246468069,0.491147145,0.006860259,0.631741216,0.858387425,0.868085067,0.027634613,0.14078611,0.966952417,0.26540503,0.195225355,0.1503459,0.097322347,0.90945499,0.13227501,0.797172877,0.391442742,0.928019877,0.677758408,0.660865523,0.510090086,0.881661852,0.043144652,0.900486621,0.052280483,0.830337206,0.762263016,0.572705072,0.103942015,0.222541458,0.156891551,0.162298745,0.284787878,0.687068783,0.219662286,0.228593715,0.576610957,0.274415818,0.506067989,0.749777127,0.278758283,0.588776215,0.616910718,0.738626762,0.566628945,0.810728481,0.835379295,0.752572761,0.726764137,0.435351395,0.644901088,0.209972153,0.298862339,0.668758689,0.379200783,0.330108839,0.690780565,0.550810157,0.42851644,0.765483768,0.33811008,0.326902958,0.657851431,0.647480109,0.755413887,0.261938845,0.350615595,0.408689059,0.544435047,0.304776474,0.718350945,0.384376033,0.654112488,0.367660026,0.584928693,0.482429845,0.470665578,0.601352306,0.446766394,0.530634828,0.499012086,0.430167553,0.422233286,0.503937327,0.48855329,0.564532409,0.538881054
23,0.170812069,0.655890039,0.335929075,0.524068335,0.93020658,0.629167934,0.923051443,0.980640011,0.888439918,0.458539687,0.06965909,0.81063664,0.44004231,0.165976454,0.056096788,0.874627877,0.763060611,0.578299363,0.780236724,0.39369809,0.235154722,0.033007191,0.509921882,0.53712011,0.308487565,0.707286012,0.240408272,0.689670225,0.188408729,0.135198253,0.622881856,0.199299341,0.420009799,0.803189522,0.961687533,0.822541905,0.774583084,0.809517044,0.752959067,0.529863307,0.05103187,0.845529128,0.048390603,0.122133603,0.703670576,0.769198768,0.09794826,0.690369488,0.737678685,0.840621006,0.611568888,0.637491256,0.561516755,0.11514347,0.293066158,0.673980964,0.60886362,0.892405251,0.996620211,0.940085836,0.073129479,0.385439512,0.911167306,0.9888242,0.970897172,0.132803272,0.946469425,0.966031152,0.853088757,0.002436481,0.863519735,0.939349348,0.284629899,0.645312094,0.975845137,0.907879346,0.20430571,0.992454927,0.590728564,0.916728137,0.830419921,0.858610321,0.179085915,0.865965958,0.925071361,0.080913023,0.838551416,0.900736167,0.953980837,0.794994885,0.725777976,0.879048288,0.798331768,0.713851304,0.883393365,0.959306281,0.226953146,0.35302265,0.815578411,0.89564843,0.786139035,0.582968748,0.296192565,0.467768432,0.742682103,0.222975467,0.660979143,0.749656547,0.829258524,0.331839024,0.77882227,0.757495868,0.699242738,0.665603878,0.719404685,0.570976565,0.684851111,0.403569819,0.733755434,0.679951184,0.599308928,0.260837393,0.633098774,0.641297641,0.47722135,0.557359171,0.603608213,0.7224333,0.429981576,0.618052113,0.512245871,0.430224118,0.532191233,0.473072476,0.551968005,0.540322827,0.566605597,0.396742825,0.65266943,0.316975944,0.589791702,0.493734414,0.230294783,0.463251619,0.545391062,0.193244487,0.516763522,0.50356895,0.102601656,0.497197998,0.254401493,0.483145257,0.445901095,0.486268987,0.419300009,0.348256116,0.151304898,0.303265609,0.378508288,0.012701235,0.008738439,0.312164542,0.359080372,0.406100645,0.184462754,0.361701584,0.288045545,0.439865572,0.06248316,0.039921543,0.451951826,0.247507141,0.105184409,0.112555329,0.41159835,0.321165762,0.366820262,0.142711765,0.127251382,0.381653534,0.272086809,0.341261585,0.023607675,0.373407833,0.219319049,0.162278683,0.277723173,0.210113266,0.258148332,0.325894133,0.018200046,0.266557282,0.206195501,0.158052329,0.041349333,0.027679049,0.147341541,0.077648269,0.09027368,0.08814785
23,0.720871421,0.121241085,0.752348444,0.886989514,0.880102561,0.589848739,0.348256988,0.830120084,0.42373983,0.094437165,0.547313524,0.643767874,0.66693258,0.773474595,0.281987286,0.957084756,0.75628017,0.858387468,0.042843266,0.481668427,0.330843128,0.451343874,0.295095167,0.048128882,0.109118664,0.26600366,0.929534772,0.846403082,0.816493804,0.655749073,0.201527752,0.43629682,0.160879771,0.601741543,0.376979068,0.794252899,0.233138026,0.397891212,0.998464636,0.41719775,0.842054331,0.113509144,0.939369371,0.967496328,0.190619678,0.125905495,0.896447407,0.118500827,0.061836717,0.028442141,0.649131444,0.539222965,0.485127051,0.826350071,0.778418719,0.038040302,0.022548666,0.066878558,0.570699406,0.686449137,0.765877247,0.011906667,0.132948783,0.786885824,0.315001747,0.725410129,0.851080337,0.175401229,0.353880573,0.322132942,0.188328867,0.622239458,0.975976554,0.275265107,0.246655769,0.24482483,0.734320563,0.961375138,0.157925155,0.763371294,0.989400905,0.639834668,0.911366251,0.705609507,0.940476037,0.682832139,0.257734617,0.556241637,0.431224658,0.312492292,0.341608269,0.823539578,0.719509998,0.411115651,0.892719563,0.513478956,0.861808484,0.80007696,0.917579006,0.478068796,0.541127815,0.089972323,0.87101922,0.605116172,0.625756663,0.661609928,0.47059349,0.90274769,0.469824826,0.933885981,0.83847891,0.460989735,0.974019491,0.905569923,0.523178476,0.565825912,0.582113647,0.953677296,0.696570071,0.651807936,0.92137979,0.009400508,0.406377441,0.710285092,0.364094197,0.365603919,0.992243211,0.79802533,0.865679305,0.338636536,0.097444175,0.528069013,0.980622661,0.949671283,0.704180276,0.633072694,0.286158561,0.670662008,0.78180405,0.052063485,0.80586112,0.879780009,0.593155591,0.034553937,0.221448448,0.001990941,0.811732687,0.169444447,0.614041658,0.508958568,0.083903835,0.676127551,0.455501991,0.749301824,0.744231488,0.735792431,0.563055509,0.694706055,0.595403322,0.404447546,0.575713464,0.619931128,0.530690309,0.076908135,0.490202003,0.444980816,0.552988559,0.292406826,0.355046107,0.504795621,0.216259083,0.499472164,0.518208436,0.446528136,0.393790463,0.182826021,0.137048864,0.261378332,0.388941395,0.208957642,0.42841293,0.370745811,0.172396805,0.308146675,0.38205365,0.326299203,0.30457509,0.271359935,0.152862001,0.253364994,0.100970147,0.225787376,0.199823625,0.145164931,0.018751854,0.239612316,0.058500268,0.073201338,0.141552943,0.210095299
24,0.399507358,0.111355335,0.346473289,0.068685574,0.861678548,0.745848467,0.245339228,0.410117907,0.630799602,0.152277081,0.7809177,0.284708589,0.389208224,0.538082497,0.65934079,0.130411683,0.686761712,0.576612664,0.300239195,0.735552906,0.034059158,0.891260689,0.880788751,0.992012089,0.460994406,0.923162662,0.475322692,0.473281686,0.98007662,0.772423986,0.905462534,0.89997644,0.930067641,0.409110441,0.706979802,0.525390625,0.834364561,0.902415294,0.675969879,0.595192325,0.76322833,0.857511485,0.541138544,0.12914575,0.825753078,0.874652931,0.94265699,0.766040534,0.972465766,0.703432087,0.220829201,0.817781143,0.919733614,0.333173724,0.7904293,0.671655477,0.988212149,0.138450843,0.886796956,0.966795641,0.622115164,0.926695049,0.951906254,0.530691059,0.616116729,0.979252266,0.660067699,0.692543791,0.723562768,0.716923543,0.651673431,0.750671441,0.964675151,0.669028104,0.867463932,0.758203954,0.314793932,0.787204925,0.956193804,0.937158479,0.995495624,0.910007223,0.009349156,0.603932468,0.946422121,0.002756649,0.637662558,0.580728152,0.727466387,0.183839525,0.839407029,0.812941418,0.843524844,0.850227093,0.435204691,0.878295793,0.548232471,0.503007094,0.845676347,0.777487319,0.512198147,0.822771394,0.8090359,0.799556511,0.420604875,0.243957785,0.6090967,0.010746228,0.064320963,0.804714588,0.275205752,0.554811405,0.740119479,0.483029094,0.400077158,0.431619211,0.711543412,0.446840224,0.339826901,0.648610626,0.377299027,0.73398536,0.498198612,0.292858105,0.588824431,0.070813159,0.454350385,0.035712027,0.169128399,0.568048921,0.61003697,0.04326017,0.226212681,0.10774258,0.364289356,0.079665674,0.14825605,0.681616674,0.316083819,0.628691705,0.491918725,0.20047709,0.696059609,0.268615314,0.519637361,0.521325913,0.643243039,0.351683346,0.506852334,0.573512085,0.468966155,0.193475362,0.590827404,0.440904978,0.373655519,0.457342434,0.560253294,0.555694489,0.343958802,0.486783089,0.367442632,0.298502591,0.429108893,0.086197838,0.211959928,0.09312152,0.271938071,0.261907218,0.285010309,0.231538756,0.048955123,0.218447797,0.016027641,0.417826705,0.382138649,0.102640572,0.096518801,0.359524877,0.391660614,0.162642127,0.156549663,0.308715497,0.327983024,0.322075698,0.251490162,0.259436721,0.025368324,0.206664272,0.02380303,0.187766822,0.11912968,0.059181215,0.053863837,0.12180626,0.2377885,0.172842974,0.083120628,0.177953475,0.144531452,0.198842759
24,0.555774135,0.816262518,0.085741984,0.77385275,0.684336847,0.247329672,0.431171803,0.832287638,0.309951513,0.955121188,0.179286464,0.915322684,0.590814702,0.169339193,0.096270039,0.015260789,0.776662685,0.495680089,0.746194281,0.138709497,0.400553791,0.217784445,0.75589487,0.635005184,0.239475521,0.3951741,0.895717745,0.634822665,0.850259204,0.980968352,0.837520912,0.343070345,0.973405975,0.471053977,0.513371828,0.422802771,0.93023095,0.920826055,0.357853947,0.161079309,0.903675407,0.866538719,0.243967448,0.251865287,0.640038611,0.543561476,0.765673624,0.705646306,0.701464856,0.949984885,0.913437129,0.762380101,0.055913189,0.614535418,0.825776831,0.290077867,0.043253066,0.315613023,0.600405771,0.107178435,0.985160175,0.662610904,0.586322043,0.886054145,0.028040231,0.51940743,0.151076545,0.037299004,0.200112018,0.841992013,0.223340269,0.053589731,0.447645236,0.891197027,0.394622458,0.650664194,0.006994532,0.118976138,0.325079461,0.17394482,0.212965595,0.491589158,0.926997939,0.273389292,0.259780479,0.124524078,0.781947176,0.093862196,0.338428625,0.046085141,0.004319108,0.566469169,0.074469195,0.143017577,0.030797928,0.26910493,0.024414847,0.197502698,0.483309187,0.478301938,0.080313702,0.209946418,0.279121228,0.347832416,0.353213057,0.012647668,0.375611821,0.807632301,0.227449411,0.418350069,0.078919229,0.324856637,0.563648783,0.303481312,0.284453431,0.18657046,0.730766705,0.100305669,0.311486864,0.713692908,0.113913867,0.409815059,0.372772442,0.147428183,0.442222417,0.299664411,0.427298124,0.064789298,0.387711122,0.940793689,0.847377223,0.360148695,0.125840991,0.067990497,0.181354425,0.134712204,0.15927923,0.456913522,0.232588339,0.500784044,0.487790541,0.192742037,0.616088073,0.286912441,0.646637576,0.998066505,0.570964927,0.451728046,0.584889483,0.599213546,0.820286522,0.262940832,0.66761308,0.537731052,0.790789198,0.960025052,0.796654641,0.725281729,0.381772009,0.719137784,0.552483134,0.54780196,0.738323038,0.521239254,0.334114033,0.412123333,0.366863302,0.85978711,0.436141907,0.525691708,0.466667118,0.4631647,0.534847267,0.87235308,0.657377919,0.696180061,0.623186306,0.720589172,0.938566187,0.507592209,0.578330246,0.671244246,0.881570693,0.95489734,0.965279418,0.787461153,0.608893891,0.628264141,0.675623723,0.994549683,0.976972038,0.876376347,0.74309958,0.905983105,0.692295171,0.687716044,0.814722605,0.862984942,0.802997813,0.753623839
25,0.722251213,0.815783405,0.628786527,0.055512742,0.738398292,0.163970349,0.204612504,0.560063755,0.537354101,0.9547647,0.379245939,0.390117417,0.30019974,0.632366674,0.046779227,0.348623947,0.494175043,0.167817096,0.219794504,0.934711657,0.862072204,0.409903591,0.462625153,0.27769244,0.113490978,0.255510734,0.060237148,0.262683965,0.67658627,0.425040554,0.547158044,0.514328317,0.607636886,0.209486226,0.499905795,0.891241185,0.098916841,0.267758162,0.99073521,0.542313616,0.413050445,0.926151123,0.31164324,0.280576592,0.75651787,0.009541126,0.214050285,0.01782125,0.191831891,0.157318901,0.051406729,0.274431565,0.116844055,0.142768163,0.031534222,0.247163762,0.137978823,0.315765938,0.395789105,0.004287396,0.89610291,0.15155707,0.374862833,0.066903803,0.826307466,0.996419838,0.044539466,0.233235606,0.520230787,0.287979791,0.086259359,0.174848374,0.106058725,0.589091762,0.442045328,0.352177276,0.38369991,0.082575297,0.090985785,0.478694426,0.452992275,0.244634117,0.011263083,0.811130368,0.702236699,0.964601352,0.889908169,0.021630358,0.644313175,0.600981347,0.129443092,0.361391837,0.186464677,0.070657727,0.707845446,0.665067117,0.787062973,0.039808633,0.840104124,0.45622376,0.178176684,0.029830815,0.076536751,0.225193602,0.575027224,0.958613999,0.508733311,0.558453455,0.104136015,0.148734263,0.40093877,0.593164405,0.903063785,0.332757929,0.879881142,0.134788315,0.687206281,0.43613684,0.120902462,0.946821442,0.85561634,0.986921824,0.342926134,0.935172994,0.222572464,0.197456976,0.466435633,0.754329936,0.252399231,0.182008477,0.326881277,0.573782096,0.41523812,0.794718576,0.489257498,0.914589562,0.447077471,0.832907635,0.481266912,0.661243747,0.715424696,0.529797734,0.71111515,0.359444499,0.614880472,0.238795729,0.534341279,0.47262715,0.884840351,0.324124206,0.291884242,0.650665034,0.38503352,0.339189881,0.598667273,0.307686131,0.550794704,0.624682215,0.298084208,0.967122916,0.619413299,0.420103717,0.368149465,0.694696331,0.7259414,0.431807915,0.674993224,0.795444821,0.500630381,0.656511266,0.982418911,0.649882145,0.80904622,0.906182254,0.761374576,0.821407424,0.870569155,0.943143004,0.916550627,0.845730703,0.972614487,0.518330693,0.742214507,0.780167112,0.838098102,0.581179776,0.976394104,0.924187116,0.566234874,0.683050373,0.734888341,0.765605149,0.779401753,0.639843515,0.695751592,0.774333562,0.851231333,0.869651815,0.801943332,0.746177106
25,0.683685515,0.457719128,0.818558393,0.630467323,0.699448587,0.104351039,0.269431478,0.745527906,0.303189163,0.647597697,0.371051732,0.556258535,0.606597796,0.730352066,0.148410192,0.966851777,0.578237301,0.400367945,0.711406016,0.259068269,0.390107599,0.432231496,0.962746114,0.560201058,0.279986435,0.076296761,0.890815165,0.795003558,0.543331269,0.897477804,0.506840803,0.178242728,0.61444336,0.828459463,0.909426412,0.320491178,0.949126178,0.515163356,0.597045205,0.833770052,0.806367856,0.918531344,0.763984127,0.871475426,0.957408843,0.886476033,0.766168426,0.626349276,0.974635336,0.914680976,0.837419546,0.998618357,0.852501491,0.786821734,0.735014142,0.928578848,0.716646982,0.920053045,0.943484616,0.408881805,0.985533878,0.357633472,0.87592763,0.6792678,0.993985927,0.880592707,0.493647855,0.58821682,0.951119527,0.655329546,0.429754671,0.653332103,0.61642922,0.981937041,0.862338346,0.685711951,0.751627308,0.325712945,0.54856197,0.803395581,0.741978278,0.017009784,0.339592533,0.934824475,0.979524378,0.137872188,0.865700437,0.273420974,0.939419965,0.848129367,0.489586226,0.594321774,0.527413418,0.04911502,0.90373329,0.84382667,0.859944472,0.111329602,0.811473436,0.672457514,0.289348508,0.181152303,0.2303568,0.3325534,0.196947784,0.822239372,0.624502576,0.702247887,0.160458571,0.219859954,0.484978807,0.782895335,0.776586917,0.522867617,0.00861446,0.02299064,0.282760599,0.55103307,0.090258571,0.534228008,0.723130166,0.757260904,0.454713927,0.707777708,0.460901931,0.087116212,0.315580084,0.794279052,0.396090429,0.158888091,0.382728538,0.344786219,0.37659037,0.69030067,0.387520866,0.642299935,0.027372499,0.637087267,0.497216958,0.773996422,0.725241528,0.262955804,0.069640581,0.003568924,0.290811637,0.203750209,0.444720899,0.224273555,0.581059977,0.311239449,0.249698162,0.041142977,0.24037008,0.193489699,0.424232411,0.051609857,0.569461793,0.669435997,0.120600557,0.030259875,0.535572851,0.172198074,0.128398861,0.661756479,0.602432448,0.097392249,0.205493027,0.572791203,0.106594582,0.348301612,0.467425526,0.473711425,0.502990711,0.072263061,0.011128217,0.354435303,0.511341626,0.36204521,0.4356411,0.445749538,0.296157578,0.039593892,0.47994375,0.416365313,0.059661819,0.064521265,0.2250994,0.186310008,0.134693539,0.412433954,0.367907464,0.309684867,0.0805346,0.117933913,0.140885803,0.152352117,0.168676786,0.239308297,0.254048669,0.212518489
26,0.678771013,0.924505458,0.399129113,0.887671719,0.057441335,0.569664307,0.256133322,0.121459068,0.305427859,0.730072572,0.407052959,0.984807492,0.465047962,0.06780398,0.209455022,0.513845295,0.618603789,0.331872246,0.67000284,0.772774343,0.431140912,0.190002973,0.536448326,0.285110745,0.204044116,0.825462897,0.919507603,0.882841106,0.601100598,0.687711013,0.063272538,0.762362776,0.0202457,0.1562899,0.458902419,0.979142594,0.10268777,0.841724657,0.862414356,0.277332897,0.931259063,0.016854447,0.993293657,0.13742664,0.851405381,0.951419546,0.421794835,0.971878341,0.21738958,0.048362723,0.001877242,0.905027579,0.605358613,0.07071112,0.900200415,0.222628713,0.345212007,0.541122256,0.006938836,0.870223605,0.110046336,0.715999667,0.56341201,0.639073299,0.075059863,0.032020825,0.053343305,0.144311072,0.195124284,0.028211401,0.128927515,0.295629969,0.47599475,0.784395354,0.490051817,0.794953585,0.941217964,0.087761369,0.186513601,0.327794992,0.72375898,0.119612584,0.470427309,0.130512613,0.402383094,0.168948383,0.080621794,0.096898042,0.161380525,0.579004334,0.832120861,0.234280981,0.253795882,0.363326052,0.350922507,0.365649983,0.745228404,0.683882914,0.517740254,0.035428112,0.757011074,0.302891821,0.26730554,0.176965612,0.150803676,0.805064238,0.337836196,0.775008854,0.379037366,0.274946784,0.108077689,0.969634762,0.011770827,0.284977401,0.040262776,0.094458725,0.736136311,0.706104623,0.181070864,0.242889031,0.411105123,0.147634748,0.341553115,0.214127204,0.949248657,0.246443448,0.170853442,0.647759755,0.64259646,0.31015152,0.316622162,0.385890577,0.928490279,0.227038952,0.657716263,0.380217818,0.999878357,0.875567966,0.62698011,0.264268117,0.236150724,0.987158722,0.426543311,0.85670799,0.811702917,0.32204222,0.935531351,0.291248522,0.521021219,0.446095307,0.662608795,0.498804022,0.96126988,0.623454414,0.484711867,0.359755179,0.869543609,0.89918708,0.4445116,0.593057542,0.546828201,0.505936818,0.796440702,0.585813666,0.551384731,0.890430285,0.955218203,0.801483211,0.371239945,0.419895779,0.488979188,0.726549633,0.453033604,0.437809866,0.613194604,0.502006943,0.55636889,0.741182316,0.574188843,0.630860142,0.390774434,0.691283469,0.650039879,0.460734586,0.750665522,0.913837463,0.530472808,0.845772444,0.69869777,0.713205013,0.526291424,0.582239558,0.786503438,0.836948147,0.816368099,0.595201762,0.66880403,0.704914959,0.766173375,0.823650488
26,0.410666787,0.928454262,0.570530327,0.472057283,0.626481782,0.83848313,0.346900801,0.360991007,0.192104477,0.083141847,0.482780777,0.394064409,0.285029542,0.778603113,0.873891575,0.229056748,0.041227722,0.152177291,0.111436331,0.537808186,0.235631207,0.660060348,0.841176925,0.911019716,0.331362777,0.677303975,0.016107391,0.078154382,0.213323926,0.586847799,0.964500425,0.685822901,0.822794392,0.465987637,0.596912197,0.054656114,0.263132293,0.355446319,0.130335957,0.531064643,0.108820876,0.909844166,0.523197377,0.972498594,0.035960216,0.174024941,0.552829121,0.248283772,0.458770601,0.336886773,0.7156891,0.223313319,0.099225667,0.695939333,0.293427939,0.615395765,0.014790701,0.046215773,0.006704262,0.431935546,0.773417848,0.028271424,0.145976276,0.168218541,0.861724939,0.279987439,0.580273302,0.897120976,0.944669012,0.402674022,0.318345797,0.479441946,0.197339314,0.065308135,0.126517307,0.138108376,0.366043865,0.003468148,0.555551261,0.95242838,0.124892462,0.548204825,0.062530041,0.67423296,0.056202199,0.732611935,0.488984055,0.41617717,0.398235007,0.266622816,0.299862594,0.389982218,0.31333314,0.116755816,0.428480861,0.495811655,0.187327333,0.217897056,0.646553559,0.073930132,0.463780264,0.374487522,0.021202507,0.104769729,0.031292308,0.405100937,0.304790557,0.344574839,0.183019798,0.092308477,0.086647862,0.875738982,0.144920679,0.162097489,0.206585103,0.155080022,0.256347804,0.324134955,0.274983119,0.900984406,0.376950779,0.200763933,0.564408414,0.175402601,0.438457027,0.241655354,0.819518708,0.280416186,0.351136324,0.624950475,0.233363973,0.253216866,0.509109494,0.768259613,0.423783758,0.633763685,0.745779344,0.681378386,0.76102188,0.831213482,0.690187623,0.654183782,0.307501348,0.512463605,0.565550525,0.800588994,0.60251585,0.737303958,0.577827878,0.655590112,0.493770103,0.3297929,0.96955305,0.990171341,0.517456811,0.709973312,0.614398058,0.845011947,0.454099267,0.66645595,0.382240122,0.448067295,0.63561137,0.441872202,0.503411609,0.955195208,0.805854296,0.722431165,0.852061507,0.740345535,0.710759327,0.527533613,0.987055074,0.811337895,0.544692998,0.788212664,0.726912453,0.592184041,0.79655059,0.609771705,0.923434365,0.644815273,0.700520914,0.915216755,0.885850206,0.752451481,0.89364855,0.780145361,0.755727798,0.825277486,0.977057957,0.939700196,0.792506865,0.997599803,0.858225462,0.867927217,0.883818573,0.946700845,0.98324808,0.93405164
27,0.86512035,0.80887048,0.610166036,0.646650913,0.707099474,0.03508403,0.772087086,0.782644437,0.295554059,0.374949662,0.238331619,0.127424148,0.162344169,0.442577486,0.314615769,0.962963927,0.435875999,0.083348051,0.584186238,0.26184426,0.097336757,0.196236202,0.719557596,0.60025431,0.38041526,0.896286833,0.00352849,0.22918694,0.141166815,0.186114838,0.903921295,0.566774622,0.012287127,0.451056756,0.168432059,0.054807902,0.748154361,0.120213144,0.027153091,0.300769515,0.13332048,0.318980977,0.207399955,0.283693828,0.088401859,0.192378818,0.258943696,0.421747409,0.350157501,0.033648665,0.009044144,0.325566145,0.094973356,0.365443986,0.155515753,0.265159064,0.223345807,0.636661039,0.042684888,0.491673638,0.10717754,0.974303973,0.446117134,0.151310099,0.518773766,0.018465617,0.331896797,0.928467132,0.248012739,0.103186675,0.30994324,0.048771609,0.06545904,0.073723689,0.348451417,0.13962412,0.410453567,0.217351894,0.115112004,0.544158632,0.172328948,0.021563393,0.607414621,0.203739391,0.32276668,0.294111004,0.499918209,0.427779171,0.357961292,0.458288059,0.251767284,0.672508717,0.062210174,0.28923521,0.110826962,0.594159248,0.362477994,0.399865657,0.182062906,0.524257529,0.471707229,0.058399468,0.550062458,0.402498559,0.462455428,0.46504297,0.531044419,0.621818975,0.234082365,0.981391733,0.240149445,0.480444768,0.506353561,0.17701087,0.66071334,0.075848182,0.476407735,0.851091183,0.147876759,0.539436647,0.529273491,0.692543728,0.642702487,0.818300236,0.740081674,0.271011679,0.576572431,0.756897856,0.210199124,0.908856274,0.341618818,0.676231775,0.634492368,0.987785658,0.701965035,0.502426672,0.829354998,0.599589939,0.937372179,0.405292582,0.545779652,0.388596341,0.279949531,0.430342662,0.51316682,0.570297654,0.713454732,0.88575387,0.73451377,0.801773873,0.945816225,0.872708819,0.760869613,0.918296926,0.556350636,0.338872523,0.37790727,0.998141882,0.882753908,0.834075651,0.812290345,0.390865264,0.689327357,0.415426563,0.76605472,0.61523341,0.954046663,0.485095156,0.560453471,0.97895301,0.62648719,0.956018081,0.668353724,0.839466486,0.893772598,0.587179347,0.94356149,0.934112722,0.86065287,0.650573836,0.65745951,0.698633726,0.680546232,0.966966051,0.993147319,0.822911862,0.726735189,0.910033652,0.788476905,0.724402815,0.845487376,0.775340513,0.879245893,0.754015711,0.792662532,0.739840737,0.922261124,0.856994876,0.841727631,0.798887671
27,0.901982466,0.821973255,0.336373506,0.584984751,0.696848567,0.034760277,0.299424824,0.159529395,0.507436104,0.947785456,0.726288155,0.935842156,0.400406848,0.890119141,0.259763036,0.439880145,0.444787766,0.657104149,0.314662802,0.477312589,0.818204606,0.246274741,0.609128063,0.757849147,0.090969439,0.639808005,0.022335722,0.211220438,0.192582512,0.647526933,0.007999101,0.8573354,0.082019477,0.773129934,0.042739319,0.130153321,0.121529077,0.013783924,0.277152356,0.20057792,0.08761679,0.895070144,0.075720597,0.026541697,0.177711983,0.14908142,0.151871202,0.144475549,0.051493442,0.49781573,0.422360888,0.115136461,0.240411795,0.182391506,0.355543342,0.954377138,0.289271785,0.654926805,0.343537107,0.003620572,0.309467766,0.536864199,0.070665066,0.680990053,0.985982444,0.720664919,0.961305986,0.063391494,0.3512117,0.380360105,0.318110335,0.615564247,0.554563069,0.449372092,0.466041328,0.470597062,0.527555183,0.429780865,0.602569994,0.049126153,0.566389411,0.835889364,0.055082466,0.50492093,0.547685828,0.752022964,0.11208224,0.217322309,0.270332892,0.284822001,0.555754982,0.705162204,0.78337733,0.413538456,0.736588401,0.126725416,0.396613909,0.331916768,0.747765743,0.302511288,0.48862265,0.955788225,0.3900145,0.622196772,0.57432936,0.347075985,0.173628303,0.455123664,0.791812243,0.768052901,0.625096342,0.415175468,0.238739381,0.943023261,0.36882075,0.885877262,0.642398774,0.672428298,0.86844334,0.464153964,0.532268573,0.018266541,0.264056261,0.037317896,0.066696919,0.686333123,0.227063204,0.853704345,0.875259952,0.222361702,0.665868908,0.096832633,0.185816553,0.101161775,0.168007969,0.712754266,0.107105276,0.520732712,0.483161477,0.693578673,0.79502872,0.761939714,0.846238703,0.828678259,0.861345767,0.703369348,0.253794895,0.136085756,0.363064761,0.328628076,0.991285802,0.510373189,0.209653179,0.906785963,0.63356358,0.812295931,0.871856661,0.611741933,0.973842699,0.197680753,0.977700953,0.995638252,0.43083618,0.93339867,0.924225836,0.594500255,0.162211815,0.925289071,0.918903227,0.233322585,0.884171168,0.833500657,0.542225934,0.266580692,0.804053988,0.984570971,0.29045167,0.576799479,0.586480693,0.965384916,0.775155376,0.910145036,0.84048753,0.678986682,0.374793946,0.80989163,0.788952294,0.715961576,0.40921678,0.490209674,0.742628953,0.73078918,0.320489822,0.661349569,0.597510079,0.564514276,0.375884376,0.385033937,0.450735996,0.518805871
